Unnamed: 0,SPX,ES_BID,ES_ASK,VIX
2025-04-10 11:31:16.017840,5254.91,5291.75,5292.25,41.33
2025-04-10 11:31:19.032369,5254.75,5290.25,5290.75,41.31
2025-04-10 11:31:22.081264,5254.16,5290.0,5290.25,41.31
2025-04-10 11:31:25.084085,5253.07,5288.0,5288.25,41.31
2025-04-10 11:31:28.089062,5252.96,5288.25,5288.5,41.31
2025-04-10 11:31:31.099678,5252.25,5289.25,5289.5,41.31
2025-04-10 11:31:34.111793,5252.99,5288.0,5288.25,41.42
2025-04-10 11:31:37.120352,5250.69,5286.0,5286.25,41.42
2025-04-10 11:31:40.123119,5249.58,5282.5,5283.0,41.42
2025-04-10 11:31:43.127298,5248.4,5283.25,5283.75,41.42
2025-04-10 11:31:46.177499,5248.07,5283.0,5283.5,41.42
2025-04-10 11:31:49.200732,5248.18,5284.25,5284.75,41.68
2025-04-10 11:31:52.233828,5249.29,5285.25,5285.5,41.68
2025-04-10 11:31:55.257610,5248.49,5283.75,5284.0,41.68
2025-04-10 11:31:58.273384,5249.16,5285.25,5285.5,41.68
2025-04-10 11:32:01.280387,5248.82,5284.5,5285.0,41.68
2025-04-10 11:32:04.296385,5248.6,5284.25,5284.75,41.69
2025-04-10 11:32:07.306393,5248.24,5284.75,5285.0,41.69
2025-04-10 11:32:10.311907,5248.64,5285.75,5286.0,41.69
2025-04-10 11:32:13.315019,5250.73,5288.25,5288.75,41.69
2025-04-10 11:32:16.357158,5251.46,5287.5,5287.75,41.69
2025-04-10 11:32:19.393968,5252.03,5287.75,5288.25,41.63
2025-04-10 11:32:22.440809,5251.8,5287.5,5287.75,41.63
2025-04-10 11:32:25.481819,5252.35,5288.25,5288.5,41.63
2025-04-10 11:32:28.525674,5252.23,5288.0,5288.5,41.63
2025-04-10 11:32:31.528686,5252.02,5287.5,5288.0,41.64
2025-04-10 11:32:34.535691,5252.13,5289.25,5289.5,41.64
2025-04-10 11:32:37.539617,5253.23,5290.25,5290.5,41.64
2025-04-10 11:32:40.581201,5254.26,5289.75,5290.25,41.64
2025-04-10 11:32:43.620465,5253.94,5289.5,5290.0,41.64
2025-04-10 11:32:46.622686,5252.84,5287.75,5288.25,41.65
2025-04-10 11:32:49.666816,5250.8,5285.25,5285.5,41.65
2025-04-10 11:32:52.716169,5251.11,5287.25,5287.75,41.65
2025-04-10 11:32:55.766031,5251.63,5287.5,5287.75,41.65
2025-04-10 11:32:58.774100,5251.17,5286.0,5286.5,41.65
2025-04-10 11:33:01.818720,5251.26,5286.0,5286.25,41.74
2025-04-10 11:33:04.863216,5250.67,5284.75,5285.0,41.74
2025-04-10 11:33:07.908676,5249.85,5284.75,5285.0,41.74
2025-04-10 11:33:10.957693,5248.75,5283.75,5284.25,41.74
2025-04-10 11:33:13.976295,5248.61,5285.0,5285.25,41.74
